bill_id,date,chamber,sequence,action
1795395,2024-01-02,Senate,1,"introduced in Senate"
1795395,2024-01-02,Senate,2,"to Committee on Committees (S)"
1795395,2024-01-03,Senate,3,"to Senate Floor"
1795395,2024-02-27,Senate,4,"adopted by voice vote"
1795396,2024-01-02,House,1,"introduced in House"
1795396,2024-01-02,House,2,"to Committee on Committees (H)"
1795397,2024-01-02,House,1,"introduced in House"
1795397,2024-01-02,House,2,"to Committee on Committees (H)"
1795397,2024-01-02,House,3,"taken from Committee on Committees (H)"
1795397,2024-01-02,House,4,"to House Floor"
1795397,2024-01-02,House,5,"adopted by voice vote"
1795398,2024-01-02,House,1,"introduced in House"
1795398,2024-01-02,House,2,"to Committee on Committees (H)"
1795399,2024-01-02,House,1,"introduced in House"
1795399,2024-01-02,House,2,"to Committee on Committees (H)"
1795400,2024-01-02,Senate,1,"introduced in Senate"
1795400,2024-01-02,Senate,2,"to Committee on Committees (S)"
1795400,2024-01-03,Senate,3,"to Veterans, Military Affairs, & Public Protection (S)"
1795401,2024-01-02,Senate,1,"introduced in Senate"
1795401,2024-01-02,Senate,2,"to Committee on Committees (S)"
1795401,2024-01-03,Senate,3,"to Licensing & Occupations (S)"
1795401,2024-02-06,Senate,4,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)"
1795401,2024-02-07,Senate,5,"2nd reading, to Rules"
1795401,2024-02-15,Senate,6,"posted for passage in the Regular Orders of the Day for Friday, February 23, 2024"
1795401,2024-02-22,Senate,7,"floor amendment (1) filed to Committee Substitute"
1795401,2024-02-23,Senate,8,"3rd reading, passed 37-0 with Committee Substitute (1) and Floor Amendment (1)"
1795401,2024-02-26,House,9,"received in House"
1795401,2024-02-26,House,10,"to Committee on Committees (H)"
1795401,2024-03-01,House,11,"to Licensing, Occupations, & Administrative Regulations (H)"
1795401,2024-03-06,House,12,"reported favorably, 1st reading, to Calendar"
1795401,2024-03-07,House,13,"2nd reading, to Rules"
1795401,2024-03-21,House,14,"posted for passage in the Regular Orders of the Day for Friday, March 22, 2024"
1795401,2024-03-25,House,15,"3rd reading, passed 92-0"
1795401,2024-03-26,Senate,16,"received in Senate"
1795401,2024-03-26,Senate,17,"to Enrollment (S)"
1795401,2024-03-26,Senate,18,"enrolled, signed by President of the Senate"
1795401,2024-03-26,Senate,19,"enrolled, signed by Speaker of the House"
1795401,2024-03-26,Senate,20,"delivered to Governor"
1795401,2024-03-29,Senate,21,"signed by Governor (Acts Ch.25)"
1795402,2024-01-02,Senate,1,"introduced in Senate"
1795402,2024-01-02,Senate,2,"to Committee on Committees (S)"
1795402,2024-01-03,Senate,3,"to State & Local Government (S)"
1795402,2024-01-10,Senate,4,"reported favorably, 1st reading, to Calendar"
1795402,2024-01-11,Senate,5,"2nd reading, to Rules"
1795402,2024-01-11,Senate,6,"posted for passage in the Regular Orders of the Day for Tuesday, January 16, 2024"
1795402,2024-01-16,Senate,7,"3rd reading, passed 33-0"
1795402,2024-01-17,House,8,"received in House"
1795402,2024-01-17,House,9,"to Committee on Committees (H)"
1795402,2024-03-06,House,10,"to State Government (H)"
1795402,2024-03-07,House,11,"reported favorably, 1st reading, to Calendar"
1795402,2024-03-08,House,12,"2nd reading, to Rules"
1795402,2024-03-22,House,13,"posted for passage in the Regular Orders of the Day for Monday, March 25, 2024"
1795402,2024-03-25,House,14,"3rd reading, passed 92-0"
1795402,2024-03-26,Senate,15,"received in Senate"
1795402,2024-03-26,Senate,16,"to Enrollment (S)"
1795402,2024-03-26,Senate,17,"enrolled, signed by President of the Senate"
1795402,2024-03-26,Senate,18,"enrolled, signed by Speaker of the House"
1795402,2024-03-26,Senate,19,"delivered to Governor"
1795402,2024-04-05,Senate,20,"signed by Governor (Acts Ch. 83)"
1795403,2024-01-02,Senate,1,"introduced in Senate"
1795403,2024-01-02,Senate,2,"to Committee on Committees (S)"
1795403,2024-01-05,Senate,3,"to Health Services (S)"
1795403,2024-01-10,Senate,4,"reported favorably, 1st reading, to Calendar"
1795403,2024-01-11,Senate,5,"2nd reading, to Rules"
