bill_id,date,chamber,sequence,action
1635319,2022-12-05,House,1,"Prefiled for introduction."
1635319,2023-01-09,House,2,"First reading, referred to Finance."
1635319,2023-02-02,House,3,"Public hearing in the House Committee on Finance at 1:30 PM."
1635319,2023-02-16,House,4,"Executive action taken in the House Committee on Finance at 1:30 PM."
1635319,2023-02-16,House,5,"FIN - Majority; do pass."
1635319,2023-02-17,House,6,"Referred to Rules 2 Review."
1635319,2023-03-02,House,7,"Rules Committee relieved of further consideration. Placed on second reading."
1635319,2023-04-23,House,8,"Referred to Rules 2 Consideration."
1635319,2024-01-08,House,9,"By resolution, reintroduced and retained in present status."
1635401,2022-12-05,House,1,"Prefiled for introduction."
1635401,2023-01-09,House,2,"First reading, referred to Community Safety, Justice, & Reentry."
1635401,2023-01-09,House,3,"Public hearing in the House Committee on Community Safety, Justice, & Reentry at 1:30 PM."
1635401,2023-01-19,House,4,"Executive action taken in the House Committee on Community Safety, Justice, & Reentry at 8:00 AM."
1635401,2023-01-19,House,5,"CSJR - Majority; do pass."
1635401,2023-01-23,House,6,"Referred to Rules 2 Review."
1635401,2023-02-03,House,7,"Placed on second reading by Rules Committee."
1635401,2023-02-08,House,8,"Rules suspended. Placed on Third Reading."
1635401,2023-02-08,House,9,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2."
1635401,2023-02-10,Senate,10,"First reading, referred to Law & Justice."
1635401,2023-04-23,House,11,"By resolution, returned to House Rules Committee for third reading."
1635401,2024-01-08,House,12,"By resolution, reintroduced and retained in present status."
1635401,2024-01-08,House,13,"House Rules ""X"" file."
1635487,2022-12-05,House,1,"Prefiled for introduction."
1635487,2023-01-09,House,2,"First reading, referred to Postsecondary Education & Workforce."
1635487,2023-01-13,House,3,"Public hearing in the House Committee on Postsecondary Education & Workforce at 8:00 AM."
1635487,2023-01-20,House,4,"Executive action taken in the House Committee on Postsecondary Education & Workforce at 8:00 AM."
1635487,2023-01-20,House,5,"PEW - Majority; do pass."
1635487,2023-01-24,House,6,"Referred to Rules 2 Review."
1635487,2023-02-03,House,7,"Placed on second reading by Rules Committee."
1635487,2023-02-08,House,8,"Rules suspended. Placed on Third Reading."
1635487,2023-02-08,House,9,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2."
1635487,2023-02-10,Senate,10,"First reading, referred to Health & Long Term Care."
1635487,2023-03-09,Senate,11,"Public hearing in the Senate Committee on Health & Long Term Care at 10:30 AM."
1635487,2023-03-14,Senate,12,"Executive action taken in the Senate Committee on Health & Long Term Care at 8:00 AM."
1635487,2023-03-14,Senate,13,"HLTC - Majority; do pass."
1635487,2023-03-16,Senate,14,"Passed to Rules Committee for second reading."
1635487,2023-03-24,Senate,15,"Placed on second reading consent calendar."
1635487,2023-03-29,Senate,16,"Rules suspended. Placed on Third Reading."
1635487,2023-03-29,Senate,17,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0."
1635487,2023-03-31,House,18,"Speaker signed."
1635487,2023-04-03,Senate,19,"President signed."
1635487,2023-04-07,House,20,"Delivered to Governor."
1635487,2023-04-13,House,21,"Governor signed."
1635487,2023-04-13,House,22,"Chapter 53, 2023 Laws."
1635487,2023-04-13,House,23,"Effective date 7/23/2023."
1635575,2022-12-05,House,1,"Prefiled for introduction."
1635575,2023-01-09,House,2,"First reading, referred to Community Safety, Justice, & Reentry."
1635575,2023-01-16,House,3,"Public hearing in the House Committee on Community Safety, Justice, & Reentry at 1:30 PM."
1635575,2023-01-26,House,4,"Executive action taken in the House Committee on Community Safety, Justice, & Reentry at 8:00 AM."
1635575,2023-01-26,House,5,"CSJR - Majority; do pass."
1635575,2023-01-27,House,6,"Referred to Rules 2 Review."
1635575,2023-02-28,House,7,"Rules Committee relieved of further consideration. Placed on second reading."
1635575,2023-03-01,House,8,"Rules suspended. Placed on Third Reading."
1635575,2023-03-01,House,9,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2."
1635575,2023-03-03,Senate,10,"First reading, referred to Law & Justice."
1635575,2023-03-13,Senate,11,"Public hearing in the Senate Committee on Law & Justice at 10:30 AM."
1635575,2023-03-22,Senate,12,"Executive action taken in the Senate Committee on Law & Justice at 6:00 PM."
1635575,2023-03-22,Senate,13,"LAW - Majority; do pass with amendment"
1635575,2023-03-24,Senate,14,"Passed to Rules Committee for second reading."
1635575,2023-03-30,Senate,15,"Placed on second reading by Rules Committee."
1635575,2023-04-05,Senate,16,"Committee amendment"
1635575,2023-04-05,Senate,17,"Rules suspended. Placed on Third Reading."
1635575,2023-04-05,Senate,18,"Third reading, passed; yeas, 48; nays, 0; absent, 0; excused, 1."
1635575,2023-04-13,House,19,"House concurred in Senate amendments."
1635575,2023-04-13,House,20,"Passed final passage; yeas, 96; nays, 1; absent, 1; excused, 0."
1635575,2023-04-13,House,21,"Vote on final passage will be reconsidered."
1635575,2023-04-13,House,22,"Passed final passage; yeas, 96; nays, 0; absent, 0; excused, 2."
1635575,2023-04-14,House,23,"Speaker signed."
1635575,2023-04-17,Senate,24,"President signed."
1635575,2023-04-18,House,25,"Delivered to Governor."
1635575,2023-05-01,House,26,"Governor signed."
1635575,2023-05-01,House,27,"Chapter 196, 2023 Laws."
1635575,2023-05-01,House,28,"Effective date 7/23/2023."
