bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SR 20,724,In memory of Christina Mendiola Barrientos.,"Resolutions--Memorial (I0710); BARRIENTOS, CHRISTINA MENDIOLA (N2640)",Armbrister,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR20
SCR 8,724,Congratulating IBM Austin for its significant distinction in the area of environmental programs.,Resolutions--Congratulatory & Honorary (I0705); INTERNATIONAL BUSINESS MACHINES (N2329),Barrientos,,Naishtat,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SCR8
SR 23,724,In memory of James Manley Head.,Resolutions--Memorial (I0710),Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR23
SR 24,724,"In memory of Reverend James E. Obey, Sr.",Resolutions--Memorial (I0710),Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR24
SR 30,724,"In memory of former Senator Robert Lee ""Bob"" Vale.","Resolutions--Memorial (I0710); VALE, ROBERT (BOB) (N2633)",Barrientos; Zaffirini; Truan; Tejeda; Lucio,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR30
SR 31,724,Congratulating the Stephen F. Austin High School girls volleyball team.,"AUSTIN, STEPHEN F., HIGH SCHOOL (E9251); Resolutions--Congratulatory & Honorary (I0705)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR31
SR 32,724,In memory of Luther Louis Hering.,"Resolutions--Memorial (I0710); HERING, LUTHER LOUIS (N2649)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR32
SR 33,724,In memory of Donald W. Ray.,"Resolutions--Memorial (I0710); RAY, DONALD W. (N2648)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR33
SR 36,724,In memory of William E. Colbert.,"Resolutions--Memorial (I0710); COLBERT, WILLIAM E. (N2669)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR36
SR 37,724,"In memory of Egbert W. ""Bud"" Aylesworth.","Resolutions--Memorial (I0710); AYLESWORTH, EGBERT W. ""BUD"" (N2670)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR37
SR 41,724,In memory of Earl Podolnick.,"Resolutions--Memorial (I0710); PODOLNICK, EARL (N2673)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR41
SR 49,724,In memory of Frank Mann.,"Resolutions--Memorial (I0710); MANN, FRANK (N2690)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR49
SR 53,724,Commending Tom Kilmer Pollard.,"Resolutions--Congratulatory & Honorary (I0705); POLLARD, TOM KILMER (N2708)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR53
SR 61,724,In memory of Nancy Philips Jones.,"Resolutions--Memorial (I0710); JONES, NANCY PHILIPS (N2737)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR61
SR 62,724,In memory of Trish Christine Rodgers.,"Resolutions--Memorial (I0710); RODGERS, TRISH CHRISTINE (N2739)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR62
SR 63,724,Commending Earl R. Kilgore.,"Resolutions--Congratulatory & Honorary (I0705); KILGORE, EARL R. (N2738)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR63
SR 70,724,Commending Michael Hayward on achieving the rank of Eagle Scout.,"Resolutions--Congratulatory & Honorary (I0705); HAYWARD, MICHAEL (N2759)",Barrientos,,,,,,,,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SR70
SB 13,724,Relating to financing public education.,"Education--Primary & Secondary-Finance (I0250); Education--Primary & Secondary-General (I0230); Education--School Districts (I0220); State Agencies, Boards & Commissions--Newly Proposed (I0773); Taxation--School District (I0785); FOUNDATION SCHOOL FUND COMMITTEE (V0185)",Bivins,,,,,,Education,In committee,http://www.legis.state.tx.us/BillLookup/History.aspx?LegSess=724&Bill=SB13
