bill_id,date,chamber,sequence,action
1643420,2023-01-05,Legislature,1,"Date of introduction"
1643420,2023-01-09,Legislature,2,"Referred to Health and Human Services Committee"
1643420,2023-01-31,Legislature,3,"Hunt name added"
1643420,2023-02-21,Legislature,4,"Notice of hearing for March 01, 2023"
1643420,2023-04-20,Legislature,5,"Conrad name added"
1643420,2024-01-03,Legislature,6,"Title printed. Carryover bill"
1643420,2024-02-14,Legislature,7,"Placed on General File with AM644"
1643420,2024-02-14,Legislature,8,"Health and Human Services AM644 filed"
1643420,2024-02-15,Legislature,9,"Cavanaugh, M. priority bill"
1643420,2024-02-20,Legislature,10,"Cavanaugh, M. AM2547 filed"
1643420,2024-03-05,Legislature,11,"Cavanaugh, M. AM2762 to AM644 filed"
1643420,2024-03-05,Legislature,12,"Cavanaugh, M. AM2878 filed"
1643420,2024-03-06,Legislature,13,"Hunt AM2824 filed"
1643420,2024-03-07,Legislature,14,"Cavanaugh, M. AM2762 adopted"
1643420,2024-03-07,Legislature,15,"Health and Human Services AM644 adopted"
1643420,2024-03-07,Legislature,16,"Cavanaugh, M. AM2547 withdrawn"
1643420,2024-03-07,Legislature,17,"Cavanaugh, M. AM2878 adopted"
1643420,2024-03-07,Legislature,18,"Advanced to Enrollment and Review Initial"
1643420,2024-03-07,Legislature,19,"Cavanaugh, M. MO1242 Bracket until April 10, 2024 filed"
1643420,2024-03-07,Legislature,20,"Cavanaugh, M. MO1243 Recommit to the Health and Human Services Committee filed"
1643420,2024-03-15,Legislature,21,"Placed on Select File with ER90"
1643420,2024-03-15,Legislature,22,"Enrollment and Review ER90 filed"
1643420,2024-04-05,Legislature,23,"Enrollment and Review ER90 adopted"
1643420,2024-04-05,Legislature,24,"Cavanaugh, M. MO1242 withdrawn"
1643420,2024-04-05,Legislature,25,"Cavanaugh, M. MO1243 withdrawn"
1643420,2024-04-05,Legislature,26,"Hunt AM2824 withdrawn"
1643420,2024-04-05,Legislature,27,"Advanced to Enrollment and Review for Engrossment"
1643420,2024-04-09,Legislature,28,"Placed on Final Reading"
1643420,2024-04-11,Legislature,29,"Dispensing of reading at large approved"
1643420,2024-04-11,Legislature,30,"Passed on Final Reading 34-6-9"
1643420,2024-04-11,Legislature,31,"President/Speaker signed"
1643420,2024-04-11,Legislature,32,"Presented to Governor on April 11, 2024"
1643420,2024-04-18,Legislature,33,"Approved by Governor on April 17, 2024"
1643420,2024-04-25,Legislature,34,"Provisions/portions of LB871 amended into LB62 by AM2878"
1643420,2024-04-25,Legislature,35,"Provisions/portions of LB1237 amended into LB62 by AM2878"
1643424,2023-01-05,Legislature,1,"Date of introduction"
1643424,2023-01-09,Legislature,2,"Referred to Transportation and Telecommunications Committee"
1643424,2023-01-13,Legislature,3,"Notice of hearing for January 30, 2023"
1643424,2024-01-03,Legislature,4,"Title printed. Carryover bill"
1643424,2024-04-18,Legislature,5,"Indefinitely postponed"
1643429,2023-01-05,Legislature,1,"Date of introduction"
1643429,2023-01-09,Legislature,2,"Referred to Government, Military and Veterans Affairs Committee"
1643429,2023-01-10,Legislature,3,"Raybould name added"
1643429,2023-01-30,Legislature,4,"Hunt name added"
1643429,2023-03-13,Legislature,5,"Notice of hearing for March 23, 2023"
1643429,2024-01-03,Legislature,6,"Title printed. Carryover bill"
1643429,2024-04-18,Legislature,7,"Indefinitely postponed"
1643434,2023-01-05,Legislature,1,"Date of introduction"
1643434,2023-01-09,Legislature,2,"Referred to Revenue Committee"
1643434,2023-01-18,Legislature,3,"Notice of hearing for January 26, 2023"
1643434,2023-01-26,Legislature,4,"Sanders AM105 filed"
1643434,2023-02-07,Legislature,5,"Placed on General File with AM284"
1643434,2023-02-07,Legislature,6,"Revenue AM284 filed"
1643434,2023-02-08,Legislature,7,"Aguilar name added"
1643434,2023-02-23,Legislature,8,"Cavanaugh, M. AM522 filed"
1643434,2023-06-01,Legislature,9,"Indefinitely Postponed"
1643434,2023-06-01,Legislature,10,"Provisions/portions of LB4 amended into LB727 by AM1396"
1643434,2024-01-24,Legislature,11,"Brewer name added"
1643440,2023-01-05,Legislature,1,"Date of introduction"
1643440,2023-01-09,Legislature,2,"Referred to Appropriations Committee"
1643440,2023-02-07,Legislature,3,"Notice of hearing for March 15, 2023"
1643440,2024-01-03,Legislature,4,"Title printed. Carryover bill"
1643440,2024-04-18,Legislature,5,"Indefinitely postponed"
1643448,2023-01-05,Legislature,1,"Date of introduction"
1643448,2023-01-09,Legislature,2,"Referred to Government, Military and Veterans Affairs Committee"
1643448,2023-01-18,Legislature,3,"Conrad name added"
1643448,2023-01-19,Legislature,4,"Notice of hearing for January 27, 2023"
