bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1885882,1464647,2024-02-08,House,"House: Subcommittee recommends reporting with amendments (6-Y 1-N)",6,1,0,1,8
1885882,1464648,2024-02-09,House,"House: Reported from Counties, Cities and Towns with amendment(s) (13-Y 8-N)",13,8,0,1,22
1885882,1464649,2024-02-13,House,"House: VOTE: Passage (55-Y 42-N 1-A)",55,42,1,2,100
1885882,1464650,2024-02-28,Senate,"Senate: Continued to 2025 in General Laws and Technology (9-Y 3-N 3-A)",9,3,3,0,15
1885884,1464651,2024-01-31,House,"House: Subcommittee recommends reporting with substitute (8-Y 1-N)",8,1,0,1,10
1885884,1464652,2024-02-05,House,"House: Reported from Communications, Technology and Innovation with substitute (14-Y 6-N)",14,6,2,0,22
1885884,1464653,2024-02-09,House,"House: VOTE: Passage (66-Y 27-N)",66,27,0,7,100
1885884,1464654,2024-02-26,Senate,"Senate: Rereferred from Transportation (15-Y 0-N)",15,0,0,0,15
1885884,1464655,2024-02-28,Senate,"Senate: Continued to 2025 in Courts of Justice (12-Y 0-N)",12,0,0,0,12
1885887,1464656,2024-01-24,House,"House: Subcommittee recommends reporting (5-Y 3-N)",5,3,0,0,8
1885888,1464657,2024-02-05,Senate,"Senate: Continued to 2025 in Commerce and Labor (10-Y 5-N)",10,5,0,0,15
1885889,1464658,2024-01-18,Senate,"Senate: Reported from Education and Health (15-Y 0-N)",15,0,0,0,15
1885889,1464659,2024-01-31,Senate,"Senate: Continued to 2025 in Finance and Appropriations (12-Y 3-N)",12,3,0,0,15
1885890,1464660,2024-02-05,Senate,"Senate: Continued to 2025 in Local Government (11-Y 4-N)",11,4,0,0,15
1885891,1464661,2024-02-08,Senate,"Senate: Reported from Education and Health with substitute (15-Y 0-N)",15,0,0,0,15
1885891,1464662,2024-02-08,Senate,"Senate: Constitutional reading dispensed (40-Y 0-N)",40,0,0,0,40
1885891,1464663,2024-02-09,Senate,"Senate: Constitutional reading dispensed (40-Y 0-N)",40,0,0,0,40
1885891,1464664,2024-02-09,Senate,"Senate: Passed Senate (40-Y 0-N)",40,0,0,0,40
1885892,1464665,2024-01-30,Senate,"Senate: Reported from Privileges and Elections (8-Y 7-N)",8,7,0,0,15
1885892,1464666,2024-02-07,Senate,"Senate: Reported from Finance and Appropriations with amendment (10-Y 5-N)",10,5,0,0,15
1885892,1464667,2024-02-08,Senate,"Senate: Constitutional reading dispensed (40-Y 0-N)",40,0,0,0,40
1885892,1464668,2024-02-12,Senate,"Senate: Read third time and passed Senate (21-Y 19-N)",21,19,0,0,40
1885893,1464669,2024-01-17,House,"House: Subcommittee recommends reporting (6-Y 1-N)",6,1,0,1,8
1885893,1464670,2024-01-22,House,"House: Reported from Education (13-Y 8-N)",13,8,0,1,22
1885897,1471499,2024-11-13,House,"Reported from Privileges and Elections with substitute (16-Y 5-N)",16,5,0,1,22
1885897,1471500,2025-01-14,House,"Agreed to by House (58-Y 35-N 2-A)",58,35,2,5,100
1885897,1475693,2025-01-28,Senate,"Reported from Privileges and Elections (10-Y 5-N)",10,5,0,0,15
1885897,1477728,2025-01-30,Senate,"Reading waived (on 1st reading) (39-Y 0-N)",39,0,0,1,40
1885897,1478240,2025-01-31,Senate,"Agreed to by Senate (24-Y 15-N)",24,15,0,1,40
1885898,1464671,2024-02-09,Senate,"Senate: Continued to 2025 in Commerce and Labor (11-Y 4-N)",11,4,0,0,15
1885900,1464672,2024-02-01,Senate,"Senate: Reported from Education and Health with amendment (15-Y 0-N)",15,0,0,0,15
1885900,1464673,2024-02-08,Senate,"Senate: Continued to 2025 in Finance and Appropriations (10-Y 5-N)",10,5,0,0,15
1885901,1464674,2024-02-01,Senate,"Senate: Continued to 2025 in Transportation (15-Y 0-N)",15,0,0,0,15
1885902,1464675,2024-02-05,Senate,"Senate: Continued to 2025 in Commerce and Labor (14-Y 1-N)",14,1,0,0,15
1885903,1464676,2024-01-23,Senate,"Senate: Reported from Privileges and Elections (14-Y 0-N)",14,0,0,0,14
