Date,State,Bill No,Title,Action
"June 18, 2024",KS,HB 2001,Expands a State Incentive Program to Lure Chiefs and Royals Away from Missouri,"Bill Passed
                           - Senate
                      

                      
                          (27 - 8)"
"June 18, 2024",KS,HB 2001,Expands a State Incentive Program to Lure Chiefs and Royals Away from Missouri,"Bill Passed
                           - House
                      

                      
                          (84 - 38)"
"April 30, 2024",KS,SB 28,Appropriates Resources for the Financial Year of 2024 and 2025,"Veto Override Passed
                           - House
                      

                      
                          (97 - 28)"
"April 30, 2024",KS,SB 37,Amends Income Tax Rates for Individuals,"Conference Report Adopted
                           - House
                      

                      
                          (108 - 11)"
"April 30, 2024",KS,HB 2096,Requiring Certain Premium Taxes to be Paid 90 Days After Each Calender Year,"Conference Report Adopted
                           - Senate
                      

                      
                          (23 - 11)"
"April 30, 2024",KS,HB 2096,Requiring Certain Premium Taxes to be Paid 90 Days After Each Calender Year,"Conference Report Adopted
                           - House
                      

                      
                          (91 - 26)"
"April 30, 2024",KS,SB 172,Establishes the Kansas Land and Military Installation Protection Act,"Conference Report Adopted
                           - Senate
                      

                      
                          (24 - 14)"
"April 30, 2024",KS,SB 37,Amends Income Tax Rates for Individuals,"Conference Report Adopted
                           - Senate
                      

                      
                          (25 - 9)"
"April 30, 2024",KS,SB 287,"Prohibits Administering Any Drug, Diagnostic Test, or Behavioral Health Treatment to a Minor Without Parental Cons ...","Conference Report Adopted
                           - Senate
                      

                      
                          (26 - 10)"
"April 29, 2024",KS,SB 233,Prohibits Gender-Affirming Medical Care for Minors,"Veto Override Failed
                           - House
                      

                      
                          (82 - 43)"
"April 29, 2024",KS,SB 28,Appropriates Resources for the Financial Year of 2024 and 2025,"Veto Override Passed
                           - Senate
                      

                      
                          (27 - 12)"
"April 29, 2024",KS,SB 233,Prohibits Gender-Affirming Medical Care for Minors,"Veto Override Passed
                           - Senate
                      

                      
                          (27 - 13)"
"April 29, 2024",KS,SB 271,Prohibits State Agencies from Acquiring Drone Technology from Certain Countries of Concern,"Veto Override Failed
                           - Senate
                      

                      
                          (21 - 16)"
"April 29, 2024",KS,HB 2097,Establishes the Kansas Film and Digital Media Industry Production Development Act,"Conference Report Adopted
                           - House
                      

                      
                          (102 - 22)"
"April 29, 2024",KS,SB 172,Establishes the Kansas Land and Military Installation Protection Act,"Conference Report Adopted
                           - House
                      

                      
                          (86 - 39)"
"April 26, 2024",KS,HB 2097,Establishes the Kansas Film and Digital Media Industry Production Development Act,"Conference Report Adopted
                           - Senate
                      

                      
                          (32 - 5)"
"April 5, 2024",KS,HB 2711,Amends Various Kansas Public Employees Retirement System Provisions,"Conference Report Adopted
                           - House
                      

                      
                          (118 - 5)"
"April 5, 2024",KS,SB 271,Prohibits State Agencies from Acquiring Drone Technology from Certain Countries of Concern,"Conference Report Adopted
                           - Senate
                      

                      
                          (21 - 12)"
"April 5, 2024",KS,SB 271,Prohibits State Agencies from Acquiring Drone Technology from Certain Countries of Concern,"Conference Report Adopted
                           - House
                      

                      
                          (90 - 30)"
"April 4, 2024",KS,HB 2711,Amends Various Kansas Public Employees Retirement System Provisions,"Conference Report Adopted
                           - Senate
                      

                      
                          (30 - 8)"
"April 3, 2024",KS,SB 455,Prohibits Public Utilities from Exercising Eminent Domain for the Siting or Placement of Solar Generation Faciliti ...,"Conference Report Adopted
                           - Senate
                      

                      
                          (36 - 0)"
"March 27, 2024",KS,SB 233,Prohibits Gender-Affirming Medical Care for Minors,"Conference Report Adopted
                           - House
                      

                      
                          (82 - 39)"
"March 27, 2024",KS,SB 233,Prohibits Gender-Affirming Medical Care for Minors,"Conference Report Adopted
                           - Senate
                      

                      
                          (27 - 13)"
"March 27, 2024",KS,SB 96,Establishes Childcare Licensing Requirements Related to License Capacity and Staff-to-Child Ratios,"Bill Passed
                           - House
                      

                      
                          (107 - 10)"
"March 27, 2024",KS,SB 387,Amends Various State Educational Reforms and Regulations,"Bill Passed
                           - House
                      

                      
                          (65 - 58)"
"March 26, 2024",KS,SB 287,"Prohibits Administering Any Drug, Diagnostic Test, or Behavioral Health Treatment to a Minor Without Parental Cons ...","Bill Passed
                           - House
                      

                      
                          (85 - 37)"
"March 26, 2024",KS,SB 386,Requires Enrollment Under the Kansas School Equity and Enhancement Act to be Determined Using Current or Preceding ...,"Bill Passed
                           - Senate
                      

                      
                          (33 - 6)"
"March 21, 2024",KS,HB 2731,Requires the Kansas State Board of Education to Submit Annual Reports on Statewide Assessments,"Bill Passed
                           - House
                      

                      
                          (80 - 40)"
"March 14, 2024",KS,HB 2521,Authorizes Teaching Licenses for Individuals who Complete an Alternative Teacher Certification Program,"Bill Passed
                           - House
                      

                      
                          (79 - 43)"
"March 14, 2024",KS,SB 500,Authorizes Certain Individuals with Revoked Licenses,"Bill Passed
                           - Senate
                      

                      
                          (38 - 2)"
"March 7, 2024",KS,HB 2676,Establishes the Crime of Encouraging Suicide,"Bill Passed
                           - House
                      

                      
                          (119 - 1)"
"Feb. 23, 2024",KS,SB 96,Establishes Childcare Licensing Requirements Related to License Capacity and Staff-to-Child Ratios,"Bill Passed
                           - Senate
                      

                      
                          (28 - 11)"
"Feb. 22, 2024",KS,HB 2547,Requires Schools Maintain Certain Emergency Medication Kits and Utilize Them in Emergencies,"Bill Passed
                           - House
                      

                      
                          (116 - 4)"
"Feb. 22, 2024",KS,HB 2669,Establishes a State Mental Health Intervention Team Provider,"Bill Passed
                           - House
                      

                      
                          (101 - 18)"
"Feb. 22, 2024",KS,HB 2494,Requires School Districts Establish Cardiac Emergency Response Plans,"Bill Passed
                           - House
                      

                      
                          (117 - 2)"
"Feb. 22, 2024",KS,HB 2567,Establishes the Kansas National Guard Educational Master's for Enhanced Readiness and Global Excellence (EMERGE) p ...,"Bill Passed
                           - House
                      

                      
                          (114 - 5)"
"Feb. 22, 2024",KS,HB 2613,Establishes the Statewide Drug Abuse Resistance Education (D.A.R.E.) Program Educator Position,"Bill Passed
                           - House
                      

                      
                          (105 - 15)"
