Date,State,Bill No,Title,Action
"Oct. 8, 2024",WV,SB 2028,Authorizes Development of an Opioid Treatment Program,"Concurrence Vote Passed
                           - House
                      

                      
                          (68 - 18)"
"Oct. 8, 2024",WV,HB 208,Establishes a Comprehensive Radiation Control Act in West Virginia,"Concurrence Vote Passed
                           - House
                      

                      
                          (86 - 3)"
"Oct. 8, 2024",WV,SB 2028,Authorizes Development of an Opioid Treatment Program,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (24 - 2)"
"Oct. 8, 2024",WV,HB 208,Establishes a Comprehensive Radiation Control Act in West Virginia,"Bill Passed
                           - Senate
                      

                      
                          (25 - 5)"
"Oct. 8, 2024",WV,SB 2036,Amends appropriations to West Virginia Universities.,"Bill Passed
                           - House
                      

                      
                          (91 - 4)"
"Oct. 8, 2024",WV,HB 227,Amends Funding Application Procedures for Public Charter Schools in West Virginia,"Bill Passed
                           - Senate
                      

                      
                          (25 - 1)"
"Oct. 8, 2024",WV,HB 226,Establishes a Child and Dependent Care Credit Against the Personal Income Tax,"Bill Passed
                           - Senate
                      

                      
                          (29 - 1)"
"Oct. 8, 2024",WV,HB 244,Establishes a Limited Moratorium on New Municipal Fire Fees Imposed on Non-Municipal Residents,"Bill Passed
                           - Senate
                      

                      
                          (24 - 2)"
"Oct. 8, 2024",WV,SB 2031,Appropriates Funding to the School Building Authority and School Construction Fund,"Bill Passed
                           - House
                      

                      
                          (68 - 22)"
"Oct. 8, 2024",WV,SB 2039,Amends Appropriations to Governor's Office and Civil Contingent Fund,"Bill Passed
                           - House
                      

                      
                          (83 - 11)"
"Oct. 8, 2024",WV,HB 244,Establishes a Limited Moratorium on New Municipal Fire Fees Imposed on Non-Municipal Residents,"Bill Passed
                           - House
                      

                      
                          (79 - 12)"
"Oct. 8, 2024",WV,HB 227,Amends Funding Application Procedures for Public Charter Schools in West Virginia,"Bill Passed
                           - House
                      

                      
                          (74 - 17)"
"Oct. 8, 2024",WV,SB 2032,Appropriates $10 Million to the Department of Agriculture for Agricultural Drought Relief,"Bill Passed
                           - House
                      

                      
                          (89 - 2)"
"Oct. 7, 2024",WV,HB 226,Establishes a Child and Dependent Care Credit Against the Personal Income Tax,"Bill Passed
                           - House
                      

                      
                          (88 - 3)"
"Oct. 6, 2024",WV,SB 2031,Appropriates Funding to the School Building Authority and School Construction Fund,"Bill Passed
                           - Senate
                      

                      
                          (28 - 1)"
"Sept. 30, 2024",WV,HB 206,Amends Appropriations to West Virginia University General Administrative Fund,"Bill Passed
                           - Senate
                      

                      
                          (31 - 1)"
"Sept. 30, 2024",WV,HB 201,Amends Appropriations to the State Department of Education,"Bill Passed
                           - House
                      

                      
                          (86 - 5)"
"Sept. 30, 2024",WV,HB 206,Amends Appropriations to West Virginia University General Administrative Fund,"Bill Passed
                           - House
                      

                      
                          (88 - 3)"
"May 20, 2024",WV,SB 1007,Appropriates Over 80 Million Dollars of Funds to Higher Education Institutions and Their Programs,"Bill Passed
                           - House
                      

                      
                          (71 - 16)"
"May 20, 2024",WV,SB 1003,Appropriates $50 Million for a New Agriculture Lab at West Virginia State University,"Bill Passed
                           - House
                      

                      
                          (87 - 7)"
"May 19, 2024",WV,SB 1004,Appropriates $10 Million for the Posey Perry Emergency Food Fund,"Bill Passed
                           - Senate
                      

                      
                          (27 - 4)"
"March 9, 2024",WV,HB 4399,Authorizes Criminal Record Expungement for Dismissed Charges,"Conference Report Adopted
                           - Senate
                      

                      
                          (30 - 1)"
"March 9, 2024",WV,SB 146,Establishes a State Task Force on Adult Education,"Concurrence Vote Passed
                           - House
                      

                      
                          (92 - 4)"
"March 9, 2024",WV,SB 624,Rescinds Voter Registration Records for individuals Who Move out of the State or Receive a Driver's License in Ano ...,"Concurrence Vote Passed
                           - House
                      

                      
                          (96 - 1)"
"March 9, 2024",WV,SB 631,Prohibits Municipalities from Disconnecting Water Service for Nonpayment of Stormwater Fees,"Concurrence Vote Passed
                           - House
                      

                      
                          (93 - 3)"
"March 9, 2024",WV,SB 568,Reduces Chronic Student Absenteeism,"Concurrence Vote Passed
                           - House
                      

                      
                          (97 - 1)"
"March 9, 2024",WV,SB 679,Amends Cannabis Oversight Under the West Virginia Alcohol Beverage Control Administration,"Concurrence Vote Passed
                           - House
                      

                      
                          (71 - 26)"
"March 9, 2024",WV,HB 4399,Authorizes Criminal Record Expungement for Dismissed Charges,"Conference Report Adopted
                           - House
                      

                      
                          (94 - 4)"
"March 9, 2024",WV,HB 4793,Authorizes Individuals 21 and Older to Manufacture Moonshine for Personal or Family Use,"Concurrence Vote Passed
                           - House
                      

                      
                          (64 - 34)"
"March 9, 2024",WV,HB 4350,Repeals State Policy Allowing Individuals to File Candidacy for a Vacant Public Office After the Filing Deadline,"Concurrence Vote Passed
                           - House
                      

                      
                          (83 - 12)"
"March 9, 2024",WV,SB 614,Amends and Increases Student Discipline Policies,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (30 - 1)"
"March 9, 2024",WV,HB 5105,Repeals the Vaccine Requirements for Public Virtual Schools,"Concurrence Vote Passed
                           - House
                      

                      
                          (70 - 29)"
"March 9, 2024",WV,SB 568,Reduces Chronic Student Absenteeism,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (32 - 1)"
"March 9, 2024",WV,HB 5349,Requires Labeling for Food Products be More Specific,"Concurrence Vote Passed
                           - House
                      

                      
                          (88 - 9)"
"March 9, 2024",WV,SB 681,Repeals 10-Year Work Requirement for Members of the Army or Air National Guard Who Receive State Tuition Funding,(88 - 7)
"March 9, 2024",WV,HB 5105,Repeals the Vaccine Requirements for Public Virtual Schools,"Bill Passed
                           - Senate
                      

                      
                          (20 - 12)"
"March 9, 2024",WV,HB 4793,Authorizes Individuals 21 and Older to Manufacture Moonshine for Personal or Family Use,"Bill Passed
                           - Senate
                      

                      
                          (18 - 14)"
"March 9, 2024",WV,SB 850,Rescinds Commercial Tort Claims from Exclusion from Litigation Financing,"Bill Passed
                           - House
                      

                      
                          (87 - 11)"
"March 8, 2024",WV,HB 5514,Increases Annual Training Requirements for County Boards of Education,"Concurrence Vote Passed
                           - House
                      

                      
                          (84 - 9)"
"March 8, 2024",WV,SB 675,Establishes an Accreditation Deadline for Convention and Visitors Bureaus,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (26 - 7)"
"March 8, 2024",WV,HB 5520,Reduces the Age of Competency for Juvenile Delinquency Proceedings from 14 to 13 Years,"Concurrence Vote Passed
                           - House
                      

                      
                          (96 - 2)"
"March 8, 2024",WV,HB 4700,Prohibits Individuals Who Exhibit Harassing or Harmful Behaviors from Certain Sports Wager Activities,"Concurrence Vote Passed
                           - House
                      

                      
                          (89 - 5)"
"March 8, 2024",WV,HB 4305,Authorizes In-State Tuition for Students who Relocate to the State,"Concurrence Vote Passed
                           - House
                      

                      
                          (87 - 7)"
"March 8, 2024",WV,HB 4552,Requires Candidates in Partisan Elections to Immediately Verify Their Party Affiliation,"Concurrence Vote Passed
                           - House
                      

                      
                          (96 - 1)"
"March 8, 2024",WV,SB 614,Amends and Increases Student Discipline Policies,"Bill Passed
                           - House
                      

                      
                          (82 - 14)"
"March 8, 2024",WV,SB 824,Increases the West Virginia Motorsport Committee from 5 to 17 Members,"Bill Passed
                           - House
                      

                      
                          (86 - 12)"
"March 8, 2024",WV,SB 755,Increases Age Verification Requirements for Online Tobacco Products,"Bill Passed
                           - House
                      

                      
                          (92 - 3)"
"March 8, 2024",WV,SB 866,Specifies and Designates the State Treasurer as the Chairperson of the West Virginia Investment Management Board,"Bill Passed
                           - House
                      

                      
                          (95 - 2)"
"March 8, 2024",WV,SB 578,Amends and Clarifies Property Ownership Terms in the State's Burglary Crime Law,"Bill Passed
                           - House
                      

                      
                          (84 - 11)"
"March 8, 2024",WV,SB 834,Increases the Number of Members on the State's Advisory Board for Motor Vehicle Dealers,"Bill Passed
                           - House
                      

                      
                          (88 - 7)"
"March 8, 2024",WV,SB 727,"Amends the Process for County Boards of Education to Hire Aides, Early Childhood Classroom Assistant Teachers, and ...","Bill Passed
                           - House
                      

                      
                          (61 - 34)"
"March 8, 2024",WV,SB 152,"Requires the Phrase ""In God We Trust"" be Displayed in Public Schools and College Classrooms","Bill Passed
                           - House
                      

                      
                          (86 - 10)"
"March 8, 2024",WV,HB 5257,Authorizes State Appeals Court to Set Pay Scales for Employees,"Bill Passed
                           - Senate
                      

                      
                          (23 - 9)"
"March 8, 2024",WV,SB 667,Authorizes Physician Assistants to Provide Certain Medical Services When Licensed,"Bill Passed
                           - House
                      

                      
                          (92 - 3)"
"March 8, 2024",WV,SB 551,Amends Requirements for Service Fees in Business Improvement Districts,"Bill Passed
                           - House
                      

                      
                          (85 - 12)"
"March 7, 2024",WV,SB 844,Amends Regulations Regarding the Educational Broadcasting Authority,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (30 - 3)"
"March 7, 2024",WV,SB 874,Establishes Local Port Authority Districts,"Bill Passed
                           - House
                      

                      
                          (75 - 12)"
"March 7, 2024",WV,SB 542,Specifies Vacancy Protocols for County Commissions,"Bill Passed
                           - House
                      

                      
                          (95 - 3)"
"March 7, 2024",WV,HB 5002,Requires Baby Changing Stations in West Virginia Rest Areas and Welcome Centers,"Bill Passed
                           - Senate
                      

                      
                          (30 - 1)"
"March 7, 2024",WV,SB 690,Establishes a State Agritourism Commission,"Bill Passed
                           - House
                      

                      
                          (81 - 14)"
"March 7, 2024",WV,SB 155,Establishes the Violent Crime Prevention Act,"Bill Passed
                           - House
                      

                      
                          (93 - 5)"
"March 7, 2024",WV,HCR 57,Alleges Support for a Convention of States to Propose Amendments to the Constitutions of the United States to Crea ...,"Joint Resolution Passed
                           - House
                      

                      
                          (79 - 18)"
"March 6, 2024",WV,SB 844,Amends Regulations Regarding the Educational Broadcasting Authority,"Concurrence Vote Passed
                           - House
                      

                      
                          (80 - 11)"
"March 6, 2024",WV,SB 675,Establishes an Accreditation Deadline for Convention and Visitors Bureaus,"Bill Passed
                           - House
                      

                      
                          (79 - 15)"
"March 6, 2024",WV,SB 477,Prohibits Sharing Health Care Workers' Personal Information on the Internet,"Bill Passed
                           - House
                      

                      
                          (93 - 2)"
"March 6, 2024",WV,SB 601,Establishes the West Virginia Women's Bill of Right's,"Bill Passed
                           - House
                      

                      
                          (87 - 10)"
"March 1, 2024",WV,HB 4782,Requires Municipalities Regulate Zoning Ordinances Equally for All Businesses,"Concurrence Vote Passed
                           - House
                      

                      
                          (86 - 10)"
"Feb. 29, 2024",WV,HB 4233,Prohibits Non-Binary from Being Used as Sex Designations on State Birth Certificates,"Bill Passed
                           - Senate
                      

                      
                          (33 - 1)"
"Feb. 28, 2024",WV,SB 618,Authorizes Division of Forestry to Administer a Carbon Exchange Programs,"Bill Passed
                           - Senate
                      

                      
                          (27 - 5)"
"Feb. 28, 2024",WV,SB 866,Specifies and Designates the State Treasurer as the Chairperson of the West Virginia Investment Management Board,"Bill Passed
                           - Senate
                      

                      
                          (30 - 3)"
"Feb. 28, 2024",WV,SB 601,Establishes the West Virginia Women's Bill of Right's,"Bill Passed
                           - Senate
                      

                      
                          (29 - 2)"
"Feb. 27, 2024",WV,SB 813,Authorizes Student-Athletes to Participate in Competitive Events and Activities while Playing for Their School,"Bill Passed
                           - Senate
                      

                      
                          (24 - 9)"
"Feb. 27, 2024",WV,SB 717,Prohibits the Sale of Tobacco to Individuals Younger than 21 Years of age,"Bill Passed
                           - Senate
                      

                      
                          (24 - 9)"
"Feb. 26, 2024",WV,SB 725,Specifies Conditions for Pretrial Release and Maximum Bail Amount that can be Set,"Bill Passed
                           - Senate
                      

                      
                          (29 - 2)"
"Feb. 26, 2024",WV,SB 575,Specifies Requirements for Surrogracy Agreements in West Virginia,"Bill Passed
                           - Senate
                      

                      
                          (28 - 3)"
"Feb. 26, 2024",WV,SB 468,Amends Required Education Course to Include Human Growth and Development,"Bill Passed
                           - Senate
                      

                      
                          (27 - 6)"
"Feb. 24, 2024",WV,SB 306,Establishes the Equipment Right to Repair Act,"Bill Passed
                           - Senate
                      

                      
                          (22 - 10)"
"Feb. 23, 2024",WV,SB 167,Establishes a Statewide Health and Safety Fee,"Bill Passed
                           - Senate
                      

                      
                          (30 - 4)"
"Feb. 23, 2024",WV,HB 5690,Establishes a State Task Force to Study Artificial Intelligence (AI),"Bill Passed
                           - House
                      

                      
                          (95 - 2)"
"Feb. 23, 2024",WV,SB 712,Reduces the Minimum Age for State Police Cadets from 21 to 18 Years Old,"Bill Passed
                           - Senate
                      

                      
                          (34 - 0)"
"Feb. 23, 2024",WV,SB 562,Expands Employment and Training Requirements Necessary for SNAP Benefits,"Bill Passed
                           - Senate
                      

                      
                          (32 - 2)"
"Feb. 21, 2024",WV,SB 727,"Amends the Process for County Boards of Education to Hire Aides, Early Childhood Classroom Assistant Teachers, and ...","Bill Passed
                           - Senate
                      

                      
                          (31 - 3)"
"Feb. 21, 2024",WV,HB 4299,Authorizes Teachers to Conceal Carry,"Bill Passed
                           - House
                      

                      
                          (89 - 11)"
"Feb. 20, 2024",WV,HB 5159,Repeals Youth Work Permit Requirements for 14 and 15 Year Olds,"Bill Passed
                           - House
                      

                      
                          (83 - 16)"
"Feb. 19, 2024",WV,HB 4782,Requires Municipalities Regulate Zoning Ordinances Equally for All Businesses,"Bill Passed
                           - Senate
                      

                      
                          (33 - 1)"
"Feb. 19, 2024",WV,HB 5006,Amends Recycling Rules for West Virginia,"Bill Passed
                           - Senate
                      

                      
                          (33 - 1)"
"Feb. 19, 2024",WV,SB 292,Establishes the Hunger Free Campus Act,"Bill Passed
                           - Senate
                      

                      
                          (32 - 2)"
"Feb. 16, 2024",WV,HB 4654,"Authorizes Schools, Libraries, and Museums to be Criminally Liable for Distribution of Obscene Materials to Minors","Bill Passed
                           - House
                      

                      
                          (85 - 12)"
"Feb. 13, 2024",WV,SB 171,Prohibits County Commissions from Authorizing Limits that Exceed State Law Regarding Agriculture,"Bill Passed
                           - House
                      

                      
                          (84 - 16)"
"Feb. 13, 2024",WV,HB 5002,Requires Baby Changing Stations in West Virginia Rest Areas and Welcome Centers,"Bill Passed
                           - House
                      

                      
                          (96 - 3)"
"Feb. 9, 2024",WV,HB 4233,Prohibits Non-Binary from Being Used as Sex Designations on State Birth Certificates,"Bill Passed
                           - House
                      

                      
                          (93 - 5)"
"Feb. 8, 2024",WV,HB 4851,Authorizes Armed School Security,"Bill Passed
                           - House
                      

                      
                          (89 - 11)"
"Feb. 5, 2024",WV,SB 539,Establishes a Cold Case Database of Evidence and Records in the State,"Bill Passed
                           - Senate
                      

                      
                          (34 - 0)"
"Jan. 31, 2024",WV,HB 4252,Establishes a Framework by Which Canadian Domestic Violence Orders can be Recognized and Enforced by Law Enforceme ...,"Bill Passed
                           - Senate
                      

                      
                          (29 - 4)"
"Jan. 31, 2024",WV,HB 4776,Increases Student Discipline Policies for State Educators,"Bill Passed
                           - House
                      

                      
                          (92 - 4)"
